Cause of death,Age of mother,Mother's education,Birth weight,Age of infant at death,Deaths,Births,Death rate per 1000,Year
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34 years,"Associate degree (AA, AS)",500 - 999 grams,1 - 23 hours,12.0,373.0,32.86 (Unreliable),2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34 years,"Bachelor's degree (BA, AB, BS)",499 grams or less,Under 1 hour,32.0,259.0,124.83,2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34 years,"Bachelor's degree (BA, AB, BS)",499 grams or less,1 - 23 hours,73.0,259.0,280.15,2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34 years,"Bachelor's degree (BA, AB, BS)",500 - 999 grams,Under 1 hour,21.0,932.0,22.62,2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34 years,"Bachelor's degree (BA, AB, BS)",500 - 999 grams,1 - 23 hours,31.0,932.0,33.66,2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34 years,"Bachelor's degree (BA, AB, BS)",500 - 999 grams,1 - 6 days,12.0,932.0,13.17 (Unreliable),2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34 years,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 grams or less,Under 1 hour,16.0,114.0,141.66 (Unreliable),2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34 years,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 grams or less,1 - 23 hours,30.0,114.0,264.78,2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34 years,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",500 - 999 grams,1 - 23 hours,12.0,484.0,25.12 (Unreliable),2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39 years,9th through 12th grade with no diploma,499 grams or less,Under 1 hour,10.0,54.0,188.44 (Unreliable),2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39 years,9th through 12th grade with no diploma,499 grams or less,1 - 23 hours,11.0,54.0,207.50 (Unreliable),2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39 years,High school graduate or GED completed,499 grams or less,Under 1 hour,21.0,133.0,160.79,2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39 years,High school graduate or GED completed,499 grams or less,1 - 23 hours,35.0,133.0,262.44,2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39 years,High school graduate or GED completed,500 - 999 grams,1 - 23 hours,16.0,472.0,34.41 (Unreliable),2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39 years,"Some college credit, but not a degree",499 grams or less,Under 1 hour,26.0,162.0,157.91,2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39 years,"Some college credit, but not a degree",499 grams or less,1 - 23 hours,31.0,162.0,194.09,2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39 years,"Associate degree (AA, AS)",499 grams or less,1 - 23 hours,24.0,69.0,352.84,2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39 years,"Bachelor's degree (BA, AB, BS)",499 grams or less,Under 1 hour,20.0,145.0,140.29,2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39 years,"Bachelor's degree (BA, AB, BS)",499 grams or less,1 - 23 hours,37.0,145.0,251.76,2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39 years,"Bachelor's degree (BA, AB, BS)",500 - 999 grams,1 - 23 hours,20.0,522.0,39.0,2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39 years,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 grams or less,Under 1 hour,16.0,68.0,241.04 (Unreliable),2013
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39 years,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 grams or less,1 - 23 hours,18.0,68.0,269.45 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19 years,9th through 12th grade with no diploma,499 grams or less,Under 1 hour,36.0,199.0,182.5,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19 years,9th through 12th grade with no diploma,499 grams or less,1 - 23 hours,61.0,199.0,305.66,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19 years,9th through 12th grade with no diploma,500 - 999 grams,1 - 23 hours,24.0,711.0,34.11,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19 years,High school graduate or GED completed,499 grams or less,Under 1 hour,24.0,176.0,133.7,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19 years,High school graduate or GED completed,499 grams or less,1 - 23 hours,57.0,176.0,322.39,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19 years,High school graduate or GED completed,500 - 999 grams,Under 1 hour,11.0,555.0,20.20 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19 years,High school graduate or GED completed,500 - 999 grams,1 - 23 hours,15.0,555.0,27.50 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19 years,"Some college credit, but not a degree",499 grams or less,Under 1 hour,11.0,71.0,157.43 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19 years,"Some college credit, but not a degree",499 grams or less,1 - 23 hours,21.0,71.0,289.29,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24 years,8th grade or less,499 grams or less,1 - 23 hours,11.0,31.0,366.72 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24 years,9th through 12th grade with no diploma,499 grams or less,Under 1 hour,33.0,194.0,171.87,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24 years,9th through 12th grade with no diploma,499 grams or less,1 - 23 hours,35.0,194.0,178.11,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24 years,9th through 12th grade with no diploma,500 - 999 grams,1 - 23 hours,23.0,711.0,32.73,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24 years,High school graduate or GED completed,499 grams or less,Under 1 hour,94.0,544.0,172.79,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24 years,High school graduate or GED completed,499 grams or less,1 - 23 hours,141.0,544.0,259.58,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24 years,High school graduate or GED completed,499 grams or less,1 - 6 days,14.0,544.0,26.10 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24 years,High school graduate or GED completed,500 - 999 grams,Under 1 hour,30.0,1712.0,17.69,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24 years,High school graduate or GED completed,500 - 999 grams,1 - 23 hours,57.0,1712.0,33.07,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24 years,High school graduate or GED completed,500 - 999 grams,1 - 6 days,15.0,1712.0,8.82 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24 years,"Some college credit, but not a degree",499 grams or less,Under 1 hour,64.0,387.0,164.8,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24 years,"Some college credit, but not a degree",499 grams or less,1 - 23 hours,103.0,387.0,266.9,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24 years,"Some college credit, but not a degree",500 - 999 grams,Under 1 hour,21.0,1187.0,17.97,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24 years,"Some college credit, but not a degree",500 - 999 grams,1 - 23 hours,25.0,1187.0,21.25,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24 years,"Bachelor's degree (BA, AB, BS)",499 grams or less,1 - 23 hours,10.0,45.0,225.05 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,9th through 12th grade with no diploma,499 grams or less,Under 1 hour,23.0,151.0,155.24,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,9th through 12th grade with no diploma,499 grams or less,1 - 23 hours,32.0,151.0,210.31,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,9th through 12th grade with no diploma,500 - 999 grams,1 - 23 hours,18.0,496.0,36.67 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,High school graduate or GED completed,499 grams or less,Under 1 hour,60.0,447.0,133.56,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,High school graduate or GED completed,499 grams or less,1 - 23 hours,116.0,447.0,258.51,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,High school graduate or GED completed,500 - 999 grams,Under 1 hour,14.0,1218.0,11.66 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,High school graduate or GED completed,500 - 999 grams,1 - 23 hours,31.0,1218.0,25.85,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,High school graduate or GED completed,500 - 999 grams,1 - 6 days,10.0,1218.0,8.28 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,"Some college credit, but not a degree",499 grams or less,Under 1 hour,61.0,404.0,150.06,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,"Some college credit, but not a degree",499 grams or less,1 - 23 hours,93.0,404.0,230.5,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,"Some college credit, but not a degree",500 - 999 grams,Under 1 hour,10.0,1190.0,8.50 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,"Some college credit, but not a degree",500 - 999 grams,1 - 23 hours,25.0,1190.0,21.36,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,"Associate degree (AA, AS)",499 grams or less,Under 1 hour,19.0,142.0,134.56 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,"Associate degree (AA, AS)",499 grams or less,1 - 23 hours,21.0,142.0,148.94,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,"Associate degree (AA, AS)",500 - 999 grams,1 - 23 hours,11.0,411.0,27.16 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,"Bachelor's degree (BA, AB, BS)",499 grams or less,Under 1 hour,37.0,209.0,179.13,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,"Bachelor's degree (BA, AB, BS)",499 grams or less,1 - 23 hours,44.0,209.0,212.41,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,"Bachelor's degree (BA, AB, BS)",500 - 999 grams,Under 1 hour,17.0,711.0,24.12 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,"Bachelor's degree (BA, AB, BS)",500 - 999 grams,1 - 23 hours,17.0,711.0,24.16 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 grams or less,Under 1 hour,11.0,63.0,176.28 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29 years,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 grams or less,1 - 23 hours,19.0,63.0,305.98 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,8th grade or less,499 grams or less,Under 1 hour,10.0,55.0,185.39 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,9th through 12th grade with no diploma,499 grams or less,Under 1 hour,11.0,94.0,118.48 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,9th through 12th grade with no diploma,499 grams or less,1 - 23 hours,20.0,94.0,216.97,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,High school graduate or GED completed,499 grams or less,Under 1 hour,40.0,286.0,138.58,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,High school graduate or GED completed,499 grams or less,1 - 23 hours,67.0,286.0,234.53,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,High school graduate or GED completed,500 - 999 grams,Under 1 hour,11.0,939.0,11.80 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,High school graduate or GED completed,500 - 999 grams,1 - 23 hours,18.0,939.0,19.37 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,High school graduate or GED completed,500 - 999 grams,7 - 27 days,11.0,939.0,11.79 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,"Some college credit, but not a degree",499 grams or less,Under 1 hour,32.0,239.0,135.15,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,"Some college credit, but not a degree",499 grams or less,1 - 23 hours,51.0,239.0,215.24,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,"Some college credit, but not a degree",500 - 999 grams,Under 1 hour,24.0,956.0,25.44,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,"Some college credit, but not a degree",500 - 999 grams,1 - 23 hours,21.0,956.0,22.13,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,"Associate degree (AA, AS)",499 grams or less,Under 1 hour,25.0,135.0,186.32,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,"Associate degree (AA, AS)",499 grams or less,1 - 23 hours,28.0,135.0,209.25,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,"Associate degree (AA, AS)",500 - 999 grams,1 - 23 hours,12.0,373.0,32.86 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,"Bachelor's degree (BA, AB, BS)",499 grams or less,Under 1 hour,32.0,259.0,124.83,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,"Bachelor's degree (BA, AB, BS)",499 grams or less,1 - 23 hours,72.0,259.0,276.27,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,"Bachelor's degree (BA, AB, BS)",500 - 999 grams,Under 1 hour,21.0,932.0,22.62,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,"Bachelor's degree (BA, AB, BS)",500 - 999 grams,1 - 23 hours,31.0,932.0,33.66,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,"Bachelor's degree (BA, AB, BS)",500 - 999 grams,1 - 6 days,11.0,932.0,12.10 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 grams or less,Under 1 hour,16.0,114.0,141.66 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 grams or less,1 - 23 hours,30.0,114.0,264.78,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34 years,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",500 - 999 grams,1 - 23 hours,12.0,484.0,25.12 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,9th through 12th grade with no diploma,499 grams or less,Under 1 hour,10.0,54.0,188.44 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,9th through 12th grade with no diploma,499 grams or less,1 - 23 hours,11.0,54.0,207.50 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,High school graduate or GED completed,499 grams or less,Under 1 hour,20.0,133.0,153.23,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,High school graduate or GED completed,499 grams or less,1 - 23 hours,35.0,133.0,262.44,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,High school graduate or GED completed,500 - 999 grams,1 - 23 hours,16.0,472.0,34.41 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,"Some college credit, but not a degree",499 grams or less,Under 1 hour,26.0,162.0,157.91,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,"Some college credit, but not a degree",499 grams or less,1 - 23 hours,30.0,162.0,187.87,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,"Associate degree (AA, AS)",499 grams or less,1 - 23 hours,23.0,69.0,337.97,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,"Bachelor's degree (BA, AB, BS)",499 grams or less,Under 1 hour,18.0,145.0,125.83 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,"Bachelor's degree (BA, AB, BS)",499 grams or less,1 - 23 hours,35.0,145.0,244.69,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,"Bachelor's degree (BA, AB, BS)",500 - 999 grams,1 - 23 hours,20.0,522.0,39.0,2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 grams or less,Under 1 hour,16.0,68.0,241.04 (Unreliable),2013
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 grams or less,1 - 23 hours,18.0,68.0,269.45 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,9th through 12th grade with no diploma,499 grams or less,Under 1 hour,24.0,199.0,121.65,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,9th through 12th grade with no diploma,499 grams or less,1 - 23 hours,51.0,199.0,255.06,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,9th through 12th grade with no diploma,500 - 999 grams,1 - 23 hours,22.0,711.0,31.24,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,High school graduate or GED completed,499 grams or less,Under 1 hour,18.0,176.0,104.78 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,High school graduate or GED completed,499 grams or less,1 - 23 hours,45.0,176.0,252.99,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,High school graduate or GED completed,500 - 999 grams,Under 1 hour,11.0,555.0,20.20 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,High school graduate or GED completed,500 - 999 grams,1 - 23 hours,12.0,555.0,21.92 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,"Some college credit, but not a degree",499 grams or less,1 - 23 hours,13.0,71.0,186.88 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,9th through 12th grade with no diploma,499 grams or less,Under 1 hour,23.0,194.0,119.96,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,9th through 12th grade with no diploma,499 grams or less,1 - 23 hours,28.0,194.0,146.72,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,9th through 12th grade with no diploma,500 - 999 grams,1 - 23 hours,19.0,711.0,27.03 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,High school graduate or GED completed,499 grams or less,Under 1 hour,70.0,544.0,128.37,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,High school graduate or GED completed,499 grams or less,1 - 23 hours,99.0,544.0,181.11,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,High school graduate or GED completed,499 grams or less,1 - 6 days,13.0,544.0,24.26 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,High school graduate or GED completed,500 - 999 grams,Under 1 hour,19.0,1712.0,11.21 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,High school graduate or GED completed,500 - 999 grams,1 - 23 hours,41.0,1712.0,24.21,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,High school graduate or GED completed,500 - 999 grams,1 - 6 days,13.0,1712.0,7.63 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,"Some college credit, but not a degree",499 grams or less,Under 1 hour,51.0,387.0,130.65,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,"Some college credit, but not a degree",499 grams or less,1 - 23 hours,82.0,387.0,211.48,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,"Some college credit, but not a degree",500 - 999 grams,Under 1 hour,16.0,1187.0,13.73 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,"Some college credit, but not a degree",500 - 999 grams,1 - 23 hours,21.0,1187.0,17.87,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,9th through 12th grade with no diploma,499 grams or less,Under 1 hour,18.0,151.0,121.24 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,9th through 12th grade with no diploma,499 grams or less,1 - 23 hours,25.0,151.0,163.37,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,9th through 12th grade with no diploma,500 - 999 grams,1 - 23 hours,15.0,496.0,30.56 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,High school graduate or GED completed,499 grams or less,Under 1 hour,50.0,447.0,110.9,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,High school graduate or GED completed,499 grams or less,1 - 23 hours,96.0,447.0,215.21,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,High school graduate or GED completed,500 - 999 grams,Under 1 hour,12.0,1218.0,10.01 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,High school graduate or GED completed,500 - 999 grams,1 - 23 hours,27.0,1218.0,22.48,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,"Some college credit, but not a degree",499 grams or less,Under 1 hour,47.0,404.0,115.17,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,"Some college credit, but not a degree",499 grams or less,1 - 23 hours,74.0,404.0,183.25,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,"Some college credit, but not a degree",500 - 999 grams,Under 1 hour,10.0,1190.0,8.50 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,"Some college credit, but not a degree",500 - 999 grams,1 - 23 hours,20.0,1190.0,17.1,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,"Associate degree (AA, AS)",499 grams or less,1 - 23 hours,18.0,142.0,127.72 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,"Associate degree (AA, AS)",500 - 999 grams,1 - 23 hours,10.0,411.0,24.71 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,"Bachelor's degree (BA, AB, BS)",499 grams or less,Under 1 hour,22.0,209.0,106.62,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,"Bachelor's degree (BA, AB, BS)",499 grams or less,1 - 23 hours,36.0,209.0,173.9,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,"Bachelor's degree (BA, AB, BS)",500 - 999 grams,1 - 23 hours,13.0,711.0,18.50 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 grams or less,1 - 23 hours,13.0,63.0,210.00 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,9th through 12th grade with no diploma,499 grams or less,1 - 23 hours,15.0,94.0,163.29 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,High school graduate or GED completed,499 grams or less,Under 1 hour,35.0,286.0,120.72,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,High school graduate or GED completed,499 grams or less,1 - 23 hours,55.0,286.0,191.48,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,High school graduate or GED completed,500 - 999 grams,1 - 23 hours,15.0,939.0,16.16 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,High school graduate or GED completed,500 - 999 grams,7 - 27 days,10.0,939.0,10.72 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,"Some college credit, but not a degree",499 grams or less,Under 1 hour,25.0,239.0,105.31,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,"Some college credit, but not a degree",499 grams or less,1 - 23 hours,38.0,239.0,160.12,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,"Some college credit, but not a degree",500 - 999 grams,Under 1 hour,17.0,956.0,18.01 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,"Some college credit, but not a degree",500 - 999 grams,1 - 23 hours,17.0,956.0,17.94 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,"Associate degree (AA, AS)",499 grams or less,Under 1 hour,19.0,135.0,141.13 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,"Associate degree (AA, AS)",499 grams or less,1 - 23 hours,20.0,135.0,149.55,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,"Associate degree (AA, AS)",500 - 999 grams,1 - 23 hours,11.0,373.0,30.15 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,"Bachelor's degree (BA, AB, BS)",499 grams or less,Under 1 hour,22.0,259.0,85.68,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,"Bachelor's degree (BA, AB, BS)",499 grams or less,1 - 23 hours,49.0,259.0,190.97,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,"Bachelor's degree (BA, AB, BS)",500 - 999 grams,Under 1 hour,17.0,932.0,18.27 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,"Bachelor's degree (BA, AB, BS)",500 - 999 grams,1 - 23 hours,24.0,932.0,26.07,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,"Bachelor's degree (BA, AB, BS)",500 - 999 grams,1 - 6 days,10.0,932.0,11.02 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 grams or less,1 - 23 hours,23.0,114.0,203.32,2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39 years,High school graduate or GED completed,499 grams or less,Under 1 hour,15.0,133.0,114.73 (Unreliable),2013
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39 years,High school graduate or GED completed,499 grams or less,1 - 23 hours,29.0,133.0,217.28,2013
