Cause of death,Age of mother,Mother's education,Birth weight,Age of infant at death,Deaths,Births,Death rate per 1000,Year
Certain conditions originating in the perinatal period (P00-P96),35-39,Some College Education,500 - 999,7 - 27,20.0,473,42.53,2012
Certain conditions originating in the perinatal period (P00-P96),35-39,"Associate degree (AA, AS)",499 or less,Under 1 hour,12.0,57,211.79,2012
Certain conditions originating in the perinatal period (P00-P96),35-39,"Associate degree (AA, AS)",499 or less,1 - 23 hours,20.0,57,261.32,2012
Certain conditions originating in the perinatal period (P00-P96),35-39,"Associate degree (AA, AS)",500 - 999,1 - 23 hours,12.0,185,66.08,2012
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,499 or less,Under 1 hour,33.0,115,261.32,2012
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,499 or less,1 - 23 hours,41.0,115,261.32,2012
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,500 - 999,Under 1 hour,18.0,444,40.87,2012
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,500 - 999,1 - 23 hours,25.0,444,57.02,2012
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,500 - 999,1 - 6,14.0,444,32.02,2012
Certain conditions originating in the perinatal period (P00-P96),35-39,College Graduate or Higher,500 - 999,7 - 27,21.0,444,47.55,2012
Certain conditions originating in the perinatal period (P00-P96),35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,Under 1 hour,14.0,63,227.42,2012
Certain conditions originating in the perinatal period (P00-P96),35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,1 - 23 hours,27.0,63,261.32,2012
Certain conditions originating in the perinatal period (P00-P96),35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",500 - 999,1 - 23 hours,21.0,287,73.96,2012
Certain conditions originating in the perinatal period (P00-P96),35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",500 - 999,1 - 6,12.0,287,42.53,2012
Certain conditions originating in the perinatal period (P00-P96),40-44,High School Graduate,500 - 999,1 - 23 hours,10.0,122,82.37,2012
Certain conditions originating in the perinatal period (P00-P96),40-44,Some College Education,499 or less,1 - 23 hours,11.0,26,261.32,2012
Certain conditions originating in the perinatal period (P00-P96),40-44,College Graduate or Higher,499 or less,1 - 23 hours,11.0,27,261.32,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Incomplete,499 or less,Under 1 hour,21.0,254,83.47,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Incomplete,499 or less,1 - 23 hours,39.0,254,152.22,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Incomplete,500 - 999,Under 1 hour,12.0,830,14.61,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Incomplete,500 - 999,1 - 23 hours,14.0,830,17.05,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Graduate,499 or less,Under 1 hour,13.0,180,72.8,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Graduate,499 or less,1 - 23 hours,23.0,180,129.64,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",15-19,High School Graduate,500 - 999,Under 1 hour,12.0,625,19.38,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Incomplete,499 or less,Under 1 hour,24.0,231,105.51,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Incomplete,499 or less,1 - 23 hours,21.0,231,92.82,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Incomplete,500 - 999,1 - 23 hours,10.0,737,13.79,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Graduate,499 or less,Under 1 hour,53.0,572,92.73,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Graduate,499 or less,1 - 23 hours,54.5,572,134.78,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Graduate,500 - 999,Under 1 hour,20.0,1739,11.6,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,High School Graduate,500 - 999,1 - 23 hours,28.0,1739,16.31,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,Some College Education,499 or less,Under 1 hour,27.0,355,76.98,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,Some College Education,499 or less,1 - 23 hours,54.5,355,156.68,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,Some College Education,500 - 999,1 - 23 hours,26.0,1315,20.0,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",20-24,"Associate degree (AA, AS)",499 or less,Under 1 hour,10.0,56,183.03,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Incomplete,499 or less,Under 1 hour,17.0,183,95.01,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Incomplete,499 or less,1 - 23 hours,25.0,183,138.62,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Graduate,499 or less,Under 1 hour,34.0,384,89.62,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Graduate,499 or less,1 - 23 hours,54.5,384,156.39,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Graduate,500 - 999,Under 1 hour,20.0,1269,15.99,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,High School Graduate,500 - 999,1 - 23 hours,21.0,1269,16.82,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,Some College Education,499 or less,Under 1 hour,32.0,353,92.07,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,Some College Education,499 or less,1 - 23 hours,54.5,353,177.9,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,Some College Education,500 - 999,Under 1 hour,13.0,1210,10.89,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,Some College Education,500 - 999,1 - 23 hours,20.0,1210,16.68,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,"Associate degree (AA, AS)",499 or less,Under 1 hour,13.0,109,120.94,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,"Associate degree (AA, AS)",499 or less,1 - 23 hours,16.0,109,148.99,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,College Graduate or Higher,499 or less,Under 1 hour,12.0,199,61.16,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,College Graduate or Higher,499 or less,1 - 23 hours,31.0,199,157.18,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",25-29,College Graduate or Higher,500 - 999,1 - 23 hours,11.0,723,15.36,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,High School Incomplete,499 or less,1 - 23 hours,19.0,109,177.35,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,High School Graduate,499 or less,Under 1 hour,29.0,255,112.28,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,High School Graduate,499 or less,1 - 23 hours,38.0,255,147.11,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,High School Graduate,500 - 999,1 - 23 hours,23.0,851,27.48,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,Some College Education,499 or less,Under 1 hour,22.0,253,88.71,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,Some College Education,499 or less,1 - 23 hours,41.0,253,161.42,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,Some College Education,500 - 999,1 - 23 hours,11.0,795,13.94,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,"Associate degree (AA, AS)",499 or less,Under 1 hour,11.0,96,115.24,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,"Associate degree (AA, AS)",499 or less,1 - 23 hours,13.0,96,137.02,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,College Graduate or Higher,499 or less,Under 1 hour,22.0,247,90.99,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,College Graduate or Higher,499 or less,1 - 23 hours,42.0,247,168.86,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,College Graduate or Higher,500 - 999,Under 1 hour,15.0,931,16.37,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,College Graduate or Higher,500 - 999,1 - 23 hours,23.0,931,25.03,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,Under 1 hour,13.0,130,100.7,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,1 - 23 hours,17.0,130,132.63,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",35-39,High School Graduate,499 or less,1 - 23 hours,17.0,129,134.49,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",35-39,Some College Education,499 or less,1 - 23 hours,25.0,108,235.75,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",35-39,College Graduate or Higher,499 or less,Under 1 hour,13.0,115,116.5,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",35-39,College Graduate or Higher,499 or less,1 - 23 hours,18.0,115,158.64,2012
"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,1 - 23 hours,10.0,63,160.19,2012
#Newborn affected by maternal complications of pregnancy (P01),15-19,High School Incomplete,499 or less,Under 1 hour,12.0,254,47.53,2012
#Newborn affected by maternal complications of pregnancy (P01),15-19,High School Incomplete,499 or less,1 - 23 hours,21.0,254,84.47,2012
#Newborn affected by maternal complications of pregnancy (P01),15-19,High School Graduate,499 or less,1 - 23 hours,10.0,180,56.32,2012
#Newborn affected by maternal complications of pregnancy (P01),20-24,High School Incomplete,499 or less,1 - 23 hours,13.0,231,57.36,2012
#Newborn affected by maternal complications of pregnancy (P01),20-24,High School Graduate,499 or less,Under 1 hour,23.0,572,39.34,2012
#Newborn affected by maternal complications of pregnancy (P01),20-24,High School Graduate,499 or less,1 - 23 hours,52.0,572,90.32,2012
#Newborn affected by maternal complications of pregnancy (P01),20-24,Some College Education,499 or less,Under 1 hour,19.0,355,54.18,2012
#Newborn affected by maternal complications of pregnancy (P01),20-24,Some College Education,499 or less,1 - 23 hours,30.0,355,85.55,2012
#Newborn affected by maternal complications of pregnancy (P01),20-24,Some College Education,500 - 999,1 - 23 hours,19.0,1315,14.59,2012
#Newborn affected by maternal complications of pregnancy (P01),25-29,High School Incomplete,499 or less,1 - 23 hours,12.0,183,66.27,2012
#Newborn affected by maternal complications of pregnancy (P01),25-29,High School Graduate,499 or less,Under 1 hour,19.0,384,50.0,2012
#Newborn affected by maternal complications of pregnancy (P01),25-29,High School Graduate,499 or less,1 - 23 hours,38.0,384,100.25,2012
#Newborn affected by maternal complications of pregnancy (P01),25-29,High School Graduate,500 - 999,Under 1 hour,11.0,1269,8.76,2012
#Newborn affected by maternal complications of pregnancy (P01),25-29,High School Graduate,500 - 999,1 - 23 hours,12.0,1269,9.63,2012
#Newborn affected by maternal complications of pregnancy (P01),25-29,Some College Education,499 or less,Under 1 hour,19.0,353,54.88,2012
#Newborn affected by maternal complications of pregnancy (P01),25-29,Some College Education,499 or less,1 - 23 hours,37.0,353,106.22,2012
#Newborn affected by maternal complications of pregnancy (P01),25-29,Some College Education,500 - 999,1 - 23 hours,11.0,1210,9.17,2012
#Newborn affected by maternal complications of pregnancy (P01),25-29,"Associate degree (AA, AS)",499 or less,1 - 23 hours,13.0,109,121.02,2012
#Newborn affected by maternal complications of pregnancy (P01),25-29,College Graduate or Higher,499 or less,1 - 23 hours,22.0,199,111.38,2012
#Newborn affected by maternal complications of pregnancy (P01),30-34,High School Incomplete,499 or less,1 - 23 hours,14.0,109,130.67,2012
#Newborn affected by maternal complications of pregnancy (P01),30-34,High School Graduate,499 or less,Under 1 hour,13.0,255,51.82,2012
#Newborn affected by maternal complications of pregnancy (P01),30-34,High School Graduate,499 or less,1 - 23 hours,24.0,255,95.22,2012
#Newborn affected by maternal complications of pregnancy (P01),30-34,High School Graduate,500 - 999,1 - 23 hours,15.0,851,17.91,2012
#Newborn affected by maternal complications of pregnancy (P01),30-34,Some College Education,499 or less,Under 1 hour,12.0,253,48.49,2012
#Newborn affected by maternal complications of pregnancy (P01),30-34,Some College Education,499 or less,1 - 23 hours,22.0,253,88.57,2012
#Newborn affected by maternal complications of pregnancy (P01),30-34,College Graduate or Higher,499 or less,Under 1 hour,17.0,247,70.3,2012
#Newborn affected by maternal complications of pregnancy (P01),30-34,College Graduate or Higher,499 or less,1 - 23 hours,26.0,247,107.24,2012
#Newborn affected by maternal complications of pregnancy (P01),30-34,College Graduate or Higher,500 - 999,1 - 23 hours,19.0,931,20.73,2012
#Newborn affected by maternal complications of pregnancy (P01),30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,1 - 23 hours,10.0,130,78.13,2012
#Newborn affected by maternal complications of pregnancy (P01),35-39,High School Graduate,499 or less,1 - 23 hours,10.0,129,79.24,2012
#Newborn affected by maternal complications of pregnancy (P01),35-39,Some College Education,499 or less,1 - 23 hours,15.0,108,141.53,2012
#Newborn affected by maternal complications of pregnancy (P01),35-39,College Graduate or Higher,499 or less,1 - 23 hours,10.0,115,87.7,2012
Newborn affected by incompetent cervix (P01.0),20-24,High School Graduate,499 or less,1 - 23 hours,21.0,572,37.08,2012
Newborn affected by incompetent cervix (P01.0),20-24,Some College Education,499 or less,1 - 23 hours,16.0,355,45.79,2012
Newborn affected by incompetent cervix (P01.0),25-29,High School Graduate,499 or less,1 - 23 hours,11.0,384,29.15,2012
Newborn affected by incompetent cervix (P01.0),25-29,Some College Education,499 or less,1 - 23 hours,13.0,353,37.71,2012
Newborn affected by incompetent cervix (P01.0),30-34,High School Graduate,499 or less,1 - 23 hours,13.0,255,51.4,2012
Newborn affected by incompetent cervix (P01.0),30-34,College Graduate or Higher,499 or less,1 - 23 hours,11.0,247,45.2,2012
Newborn affected by premature rupture of membranes (P01.1),20-24,High School Graduate,499 or less,Under 1 hour,12.0,572,21.71,2012
Newborn affected by premature rupture of membranes (P01.1),20-24,High School Graduate,499 or less,1 - 23 hours,22.0,572,39.11,2012
Newborn affected by premature rupture of membranes (P01.1),25-29,High School Graduate,499 or less,1 - 23 hours,17.0,384,44.76,2012
Newborn affected by premature rupture of membranes (P01.1),25-29,Some College Education,499 or less,Under 1 hour,10.0,353,29.14,2012
Newborn affected by premature rupture of membranes (P01.1),25-29,Some College Education,499 or less,1 - 23 hours,20.0,353,57.16,2012
Newborn affected by premature rupture of membranes (P01.1),25-29,College Graduate or Higher,499 or less,1 - 23 hours,12.0,199,60.79,2012
Newborn affected by premature rupture of membranes (P01.1),30-34,High School Graduate,500 - 999,1 - 23 hours,11.0,851,13.12,2012
Newborn affected by premature rupture of membranes (P01.1),30-34,Some College Education,499 or less,1 - 23 hours,12.0,253,47.86,2012
Newborn affected by premature rupture of membranes (P01.1),30-34,College Graduate or Higher,499 or less,Under 1 hour,10.0,247,41.57,2012
Newborn affected by premature rupture of membranes (P01.1),35-39,Some College Education,499 or less,1 - 23 hours,11.0,108,103.51,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",15-19,High School Incomplete,499 or less,1 - 23 hours,12.0,254,47.89,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",15-19,High School Graduate,499 or less,1 - 23 hours,12.0,180,67.75,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",20-24,High School Incomplete,499 or less,Under 1 hour,14.0,231,61.67,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",20-24,High School Graduate,499 or less,Under 1 hour,27.0,572,46.37,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",20-24,High School Graduate,499 or less,1 - 23 hours,18.0,572,31.97,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",20-24,High School Graduate,500 - 999,1 - 23 hours,17.0,1739,9.96,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",20-24,Some College Education,499 or less,1 - 23 hours,24.0,355,68.32,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",25-29,High School Incomplete,499 or less,1 - 23 hours,12.0,183,66.86,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",25-29,High School Graduate,499 or less,Under 1 hour,15.0,384,39.62,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",25-29,High School Graduate,499 or less,1 - 23 hours,17.0,384,45.36,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",25-29,Some College Education,499 or less,Under 1 hour,11.0,353,31.48,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",25-29,Some College Education,499 or less,1 - 23 hours,19.0,353,54.39,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",30-34,High School Graduate,499 or less,Under 1 hour,10.0,255,40.06,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",30-34,High School Graduate,499 or less,1 - 23 hours,12.0,255,47.7,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",30-34,Some College Education,499 or less,1 - 23 hours,18.0,253,72.85,2012
"#Newborn affected by complications of placenta, cord and membranes (P02)",30-34,College Graduate or Higher,499 or less,1 - 23 hours,11.0,247,44.89,2012
Newborn affected by complications involving placenta (P02.0-P02.3),20-24,High School Graduate,499 or less,Under 1 hour,13.0,572,23.11,2012
Newborn affected by chorioamnionitis (P02.7),20-24,High School Graduate,499 or less,Under 1 hour,13.0,572,23.26,2012
Newborn affected by chorioamnionitis (P02.7),20-24,High School Graduate,499 or less,1 - 23 hours,13.0,572,23.17,2012
Newborn affected by chorioamnionitis (P02.7),20-24,Some College Education,499 or less,1 - 23 hours,15.0,355,42.69,2012
Newborn affected by chorioamnionitis (P02.7),25-29,High School Graduate,499 or less,1 - 23 hours,11.0,384,29.44,2012
Newborn affected by chorioamnionitis (P02.7),25-29,Some College Education,499 or less,1 - 23 hours,11.0,353,31.37,2012
Newborn affected by chorioamnionitis (P02.7),30-34,Some College Education,499 or less,1 - 23 hours,10.0,253,40.59,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),15-19,High School Incomplete,499 or less,Under 1 hour,35.0,254,136.31,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),15-19,High School Incomplete,499 or less,1 - 23 hours,54.5,254,231.69,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),15-19,High School Incomplete,500 - 999,Under 1 hour,12.0,830,14.74,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),15-19,High School Incomplete,500 - 999,1 - 23 hours,36.0,830,43.95,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),15-19,High School Incomplete,500 - 999,1 - 6,14.0,830,17.1,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),15-19,High School Graduate,499 or less,Under 1 hour,27.0,180,152.64,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),15-19,High School Graduate,499 or less,1 - 23 hours,46.0,180,258.0,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),15-19,High School Graduate,500 - 999,Under 1 hour,13.0,625,20.9,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),15-19,High School Graduate,500 - 999,1 - 23 hours,24.0,625,38.74,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),15-19,Some College Education,499 or less,1 - 23 hours,20.0,54,261.32,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,High School Incomplete,499 or less,Under 1 hour,29.0,231,126.9,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,High School Incomplete,499 or less,1 - 23 hours,54.0,231,233.4,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,High School Incomplete,500 - 999,1 - 23 hours,30.0,737,41.27,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,High School Graduate,499 or less,Under 1 hour,54.5,572,143.33,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,High School Graduate,499 or less,1 - 23 hours,54.5,572,261.32,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,High School Graduate,499 or less,1 - 6,14.0,572,24.95,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,High School Graduate,500 - 999,Under 1 hour,21.0,1739,12.14,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,High School Graduate,500 - 999,1 - 23 hours,54.5,1739,33.84,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,High School Graduate,500 - 999,1 - 6,14.0,1739,8.15,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,Some College Education,499 or less,Under 1 hour,54.5,355,174.11,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,Some College Education,499 or less,1 - 23 hours,54.5,355,235.86,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,Some College Education,500 - 999,Under 1 hour,24.0,1315,18.39,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,Some College Education,500 - 999,1 - 23 hours,36.0,1315,27.71,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,"Associate degree (AA, AS)",499 or less,1 - 23 hours,15.0,56,261.32,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,College Graduate or Higher,499 or less,Under 1 hour,10.0,42,241.94,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),20-24,College Graduate or Higher,499 or less,1 - 23 hours,10.0,42,240.24,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,Elementary School or Less,499 or less,1 - 23 hours,15.0,36,261.32,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,High School Incomplete,499 or less,Under 1 hour,33.0,183,182.41,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,High School Incomplete,499 or less,1 - 23 hours,45.0,183,244.58,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,High School Incomplete,500 - 999,1 - 23 hours,16.0,529,30.73,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,High School Graduate,499 or less,Under 1 hour,54.5,384,143.08,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,High School Graduate,499 or less,1 - 23 hours,54.5,384,193.07,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,High School Graduate,500 - 999,Under 1 hour,19.0,1269,15.16,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,High School Graduate,500 - 999,1 - 23 hours,37.0,1269,28.77,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,High School Graduate,500 - 999,1 - 6,10.0,1269,8.04,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,Some College Education,499 or less,Under 1 hour,54.5,353,177.78,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,Some College Education,499 or less,1 - 23 hours,54.5,353,235.65,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,Some College Education,500 - 999,Under 1 hour,20.0,1210,16.77,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,Some College Education,500 - 999,1 - 23 hours,25.0,1210,20.92,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,"Associate degree (AA, AS)",499 or less,Under 1 hour,22.0,109,203.45,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,"Associate degree (AA, AS)",499 or less,1 - 23 hours,25.0,109,232.03,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,"Associate degree (AA, AS)",500 - 999,1 - 23 hours,13.0,425,31.13,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,College Graduate or Higher,499 or less,Under 1 hour,35.0,199,177.29,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,College Graduate or Higher,499 or less,1 - 23 hours,42.0,199,213.46,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,College Graduate or Higher,500 - 999,Under 1 hour,12.0,723,16.74,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,College Graduate or Higher,500 - 999,1 - 23 hours,29.0,723,40.44,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,College Graduate or Higher,500 - 999,1 - 6,12.0,723,16.86,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,Under 1 hour,10.0,55,182.89,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499 or less,1 - 23 hours,10.0,55,185.75,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34,Elementary School or Less,499 or less,1 - 23 hours,13.0,49,261.32,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34,High School Incomplete,499 or less,Under 1 hour,18.0,109,167.25,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34,High School Incomplete,499 or less,1 - 23 hours,28.0,109,252.67,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34,High School Incomplete,500 - 999,1 - 23 hours,13.0,358,36.8,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34,High School Graduate,499 or less,Under 1 hour,33.0,255,131.02,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34,High School Graduate,499 or less,1 - 23 hours,54.5,255,233.66,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34,High School Graduate,500 - 999,Under 1 hour,11.0,851,13.09,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34,High School Graduate,500 - 999,1 - 23 hours,24.0,851,28.5,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34,Some College Education,499 or less,Under 1 hour,38.0,253,151.42,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34,Some College Education,499 or less,1 - 23 hours,54.5,253,247.39,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34,Some College Education,500 - 999,Under 1 hour,17.0,795,21.56,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34,Some College Education,500 - 999,1 - 23 hours,18.0,795,23.03,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34,"Associate degree (AA, AS)",499 or less,Under 1 hour,12.0,96,126.28,2012
Disorders related to length of gestation and fetal malnutrition (P05-P08),30-34,"Associate degree (AA, AS)",499 or less,1 - 23 hours,15.0,96,157.38,2012
