Cause of death,Age of mother,Mother's education,Birth weight,Age of infant at death,Deaths,Births,Death rate per 1000,Year
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,3000 - 3499,189 - 648,10,76747,0.13,2012
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,3000 - 3499,672 - 8736,10,76747,0.13,2012
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Incomplete,2000 - 2499,672 - 8736,11,3205,3.46,2012
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,200 - 499,1 - 23,10,255,39.91,2012
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,2000 - 2499,24 - 144,11,7062,1.59,2012
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,3000 - 3499,672 - 8736,11,48895,0.23,2012
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,1500 - 1999,1 - 23,11,2338,4.77,2012
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,2000 - 2499,189 - 648,11,6955,1.59,2012
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,1000 - 1499,1 - 23,10,1315,7.64,2012
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,1500 - 1999,1 - 23,10,2934,3.46,2012
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,1500 - 1999,672 - 8736,11,2934,3.78,2012
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2000 - 2499,1 - 23,13,9201,1.43,2012
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2000 - 2499,672 - 8736,12,9201,1.31,2012
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,3000 - 3499,672 - 8736,13,87553,0.15,2012
"Congenital malformations, deformations and chromosomal abnormalities",35-39,High School Graduate,2000 - 2499,672 - 8736,11,3228,3.43,2012
"Congenital malformations, deformations and chromosomal abnormalities",35-39,College Graduate or Higher,2000 - 2499,672 - 8736,12,4893,2.46,2012
Congenital malformations of heart,20-24,High School Graduate,2500 - 2999,189 - 648,11,62419,0.18,2012
Congenital malformations of heart,20-24,High School Graduate,2500 - 2999,672 - 8736,16,62419,0.26,2012
Congenital malformations of heart,20-24,Some College Education,3000 - 3499,672 - 8736,10,92086,0.11,2012
Congenital malformations of heart,25-29,High School Graduate,2500 - 2999,672 - 8736,11,41481,0.27,2012
Congenital malformations of heart,25-29,High School Graduate,3000 - 3499,672 - 8736,10,85797,0.12,2012
Congenital malformations of heart,25-29,Some College Education,3000 - 3499,672 - 8736,11,85740,0.13,2012
Congenital malformations of genitourinary system,20-24,High School Graduate,1500 - 1999,1 - 23,11,4521,2.48,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,1500 - 1999,672 - 8736,12,2090,5.77,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,2000 - 2499,672 - 8736,27,7453,3.64,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,2500 - 2999,672 - 8736,44,28648,1.54,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,3000 - 3499,672 - 8736,52,49793,1.05,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,3500 - 3999,672 - 8736,23,24450,0.94,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Graduate,2000 - 2499,672 - 8736,12,5380,2.24,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Graduate,2500 - 2999,672 - 8736,29,21613,1.35,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Graduate,3000 - 3499,672 - 8736,30,39896,0.76,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,2000 - 2499,672 - 8736,23,8241,2.81,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,2500 - 2999,672 - 8736,58,30260,1.93,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,3000 - 3499,672 - 8736,77,53999,1.42,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,3500 - 3999,672 - 8736,24,28085,0.86,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,1500 - 1999,672 - 8736,13,4521,2.89,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,2000 - 2499,672 - 8736,38,16229,2.36,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,2500 - 2999,189 - 648,10,62419,0.16,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,2500 - 2999,672 - 8736,90,62419,1.43,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,3500 - 3999,672 - 8736,54,70502,0.77,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,4000 - 4499,672 - 8736,10,15087,0.67,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Some College Education,1500 - 1999,672 - 8736,12,3193,3.78,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Some College Education,2000 - 2499,672 - 8736,15,11192,1.35,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Some College Education,2500 - 2999,672 - 8736,41,44243,0.93,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Some College Education,3000 - 3499,672 - 8736,75,92086,0.82,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Some College Education,3500 - 3999,672 - 8736,36,57639,0.63,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Incomplete,2000 - 2499,672 - 8736,21,5264,4.01,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Incomplete,2500 - 2999,672 - 8736,29,18484,1.58,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Incomplete,3000 - 3499,672 - 8736,31,34754,0.9,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Incomplete,3500 - 3999,672 - 8736,11,21017,0.53,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Graduate,1500 - 1999,672 - 8736,10,3330,3.03,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Graduate,2000 - 2499,672 - 8736,21,11190,1.89,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Graduate,2500 - 2999,672 - 8736,52,41481,1.26,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Graduate,3000 - 3499,672 - 8736,60,85797,0.7,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Graduate,3500 - 3999,672 - 8736,24,56761,0.42,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,Some College Education,2500 - 2999,672 - 8736,30,38808,0.78,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,Some College Education,3000 - 3499,672 - 8736,43,85740,0.5,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,Some College Education,3500 - 3999,672 - 8736,23,61106,0.38,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,High School Graduate,2500 - 2999,672 - 8736,17,23445,0.73,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,High School Graduate,3000 - 3499,672 - 8736,29,48895,0.6,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,High School Graduate,3500 - 3999,672 - 8736,12,34411,0.35,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,Some College Education,2500 - 2999,672 - 8736,20,23756,0.85,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,Some College Education,3000 - 3499,672 - 8736,14,52490,0.27,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,Some College Education,3500 - 3999,672 - 8736,12,39455,0.31,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,College Graduate or Higher,3000 - 3499,672 - 8736,19,87553,0.22,2012
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,College Graduate or Higher,3500 - 3999,672 - 8736,10,70384,0.14,2012
Sudden infant death syndrome,15-19,High School Incomplete,2000 - 2499,672 - 8736,16,7453,2.16,2012
Sudden infant death syndrome,15-19,High School Incomplete,2500 - 2999,672 - 8736,27,28648,0.95,2012
Sudden infant death syndrome,15-19,High School Incomplete,3000 - 3499,672 - 8736,33,49793,0.67,2012
Sudden infant death syndrome,15-19,High School Incomplete,3500 - 3999,672 - 8736,12,24450,0.49,2012
Sudden infant death syndrome,15-19,High School Graduate,2500 - 2999,672 - 8736,19,21613,0.89,2012
Sudden infant death syndrome,15-19,High School Graduate,3000 - 3499,672 - 8736,21,39896,0.53,2012
Sudden infant death syndrome,20-24,High School Incomplete,2500 - 2999,672 - 8736,34,30260,1.13,2012
Sudden infant death syndrome,20-24,High School Incomplete,3000 - 3499,672 - 8736,43,53999,0.8,2012
Sudden infant death syndrome,20-24,High School Incomplete,3500 - 3999,672 - 8736,15,28085,0.54,2012
Sudden infant death syndrome,20-24,High School Graduate,2000 - 2499,672 - 8736,24,16229,1.49,2012
Sudden infant death syndrome,20-24,High School Graduate,2500 - 2999,672 - 8736,55,62419,0.89,2012
Sudden infant death syndrome,20-24,High School Graduate,3500 - 3999,672 - 8736,32,70502,0.46,2012
Sudden infant death syndrome,20-24,Some College Education,2000 - 2499,672 - 8736,11,11192,0.99,2012
Sudden infant death syndrome,20-24,Some College Education,2500 - 2999,672 - 8736,26,44243,0.59,2012
Sudden infant death syndrome,20-24,Some College Education,3000 - 3499,672 - 8736,49,92086,0.54,2012
Sudden infant death syndrome,20-24,Some College Education,3500 - 3999,672 - 8736,24,57639,0.42,2012
Sudden infant death syndrome,25-29,High School Incomplete,2000 - 2499,672 - 8736,11,5264,2.1,2012
Sudden infant death syndrome,25-29,High School Incomplete,2500 - 2999,672 - 8736,18,18484,0.98,2012
Sudden infant death syndrome,25-29,High School Incomplete,3000 - 3499,672 - 8736,21,34754,0.61,2012
Sudden infant death syndrome,25-29,High School Graduate,2000 - 2499,672 - 8736,12,11190,1.08,2012
Sudden infant death syndrome,25-29,High School Graduate,2500 - 2999,672 - 8736,35,41481,0.85,2012
Sudden infant death syndrome,25-29,High School Graduate,3000 - 3499,672 - 8736,34,85797,0.4,2012
Sudden infant death syndrome,25-29,High School Graduate,3500 - 3999,672 - 8736,12,56761,0.21,2012
Sudden infant death syndrome,25-29,Some College Education,2500 - 2999,672 - 8736,18,38808,0.47,2012
Sudden infant death syndrome,25-29,Some College Education,3000 - 3499,672 - 8736,29,85740,0.34,2012
Sudden infant death syndrome,25-29,Some College Education,3500 - 3999,672 - 8736,18,61106,0.3,2012
Sudden infant death syndrome,30-34,High School Graduate,2500 - 2999,672 - 8736,10,23445,0.43,2012
Sudden infant death syndrome,30-34,High School Graduate,3000 - 3499,672 - 8736,19,48895,0.39,2012
Sudden infant death syndrome,30-34,Some College Education,3000 - 3499,672 - 8736,12,52490,0.23,2012
Sudden infant death syndrome,30-34,College Graduate or Higher,3000 - 3499,672 - 8736,18,87553,0.21,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,2000 - 2499,672 - 8736,11,7453,1.48,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,2500 - 2999,672 - 8736,17,28648,0.6,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,3000 - 3499,672 - 8736,19,49793,0.38,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,3500 - 3999,672 - 8736,11,24450,0.45,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Graduate,2500 - 2999,672 - 8736,10,21613,0.47,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,2000 - 2499,672 - 8736,14,8241,1.71,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,2500 - 2999,672 - 8736,24,30260,0.8,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,3000 - 3499,672 - 8736,33,53999,0.61,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,2000 - 2499,672 - 8736,14,16229,0.87,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,2500 - 2999,672 - 8736,34,62419,0.55,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,3500 - 3999,672 - 8736,22,70502,0.31,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Some College Education,2500 - 2999,672 - 8736,15,44243,0.34,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Some College Education,3000 - 3499,672 - 8736,26,92086,0.28,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Some College Education,3500 - 3999,672 - 8736,12,57639,0.21,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Incomplete,2000 - 2499,672 - 8736,10,5264,1.91,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Incomplete,2500 - 2999,672 - 8736,11,18484,0.6,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Incomplete,3000 - 3499,672 - 8736,10,34754,0.29,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Graduate,2500 - 2999,672 - 8736,17,41481,0.41,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Graduate,3000 - 3499,672 - 8736,26,85797,0.3,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Graduate,3500 - 3999,672 - 8736,12,56761,0.21,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,Some College Education,2500 - 2999,672 - 8736,12,38808,0.31,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,Some College Education,3000 - 3499,672 - 8736,14,85740,0.16,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,High School Graduate,3000 - 3499,672 - 8736,10,48895,0.21,2012
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,Some College Education,2500 - 2999,672 - 8736,11,23756,0.47,2012
External causes of mortality,15-19,High School Incomplete,2000 - 2499,672 - 8736,12,7453,1.62,2012
External causes of mortality,15-19,High School Incomplete,2500 - 2999,672 - 8736,27,28648,0.95,2012
External causes of mortality,15-19,High School Incomplete,3000 - 3499,672 - 8736,32,49793,0.65,2012
External causes of mortality,15-19,High School Incomplete,3500 - 3999,672 - 8736,17,24450,0.7,2012
External causes of mortality,15-19,High School Graduate,2500 - 2999,672 - 8736,17,21613,0.79,2012
External causes of mortality,15-19,High School Graduate,3000 - 3499,672 - 8736,16,39896,0.4,2012
External causes of mortality,20-24,High School Incomplete,2000 - 2499,672 - 8736,12,8241,1.46,2012
External causes of mortality,20-24,High School Incomplete,2500 - 2999,672 - 8736,28,30260,0.93,2012
External causes of mortality,20-24,High School Incomplete,3000 - 3499,672 - 8736,60,53999,1.12,2012
External causes of mortality,20-24,High School Incomplete,3500 - 3999,672 - 8736,18,28085,0.64,2012
External causes of mortality,20-24,High School Graduate,2000 - 2499,672 - 8736,23,16229,1.43,2012
External causes of mortality,20-24,High School Graduate,2500 - 2999,672 - 8736,65,62419,1.05,2012
External causes of mortality,20-24,High School Graduate,3500 - 3999,672 - 8736,42,70502,0.6,2012
External causes of mortality,20-24,Some College Education,2000 - 2499,672 - 8736,15,11192,1.35,2012
External causes of mortality,20-24,Some College Education,2500 - 2999,672 - 8736,26,44243,0.59,2012
External causes of mortality,20-24,Some College Education,3000 - 3499,672 - 8736,41,92086,0.45,2012
External causes of mortality,20-24,Some College Education,3500 - 3999,672 - 8736,30,57639,0.53,2012
External causes of mortality,25-29,High School Incomplete,2500 - 2999,672 - 8736,17,18484,0.93,2012
External causes of mortality,25-29,High School Incomplete,3000 - 3499,672 - 8736,19,34754,0.55,2012
External causes of mortality,25-29,High School Graduate,2000 - 2499,672 - 8736,11,11190,0.99,2012
External causes of mortality,25-29,High School Graduate,2500 - 2999,672 - 8736,23,41481,0.56,2012
External causes of mortality,25-29,High School Graduate,3000 - 3499,672 - 8736,46,85797,0.54,2012
External causes of mortality,25-29,High School Graduate,3500 - 3999,672 - 8736,19,56761,0.34,2012
External causes of mortality,25-29,Some College Education,2500 - 2999,672 - 8736,19,38808,0.49,2012
External causes of mortality,25-29,Some College Education,3000 - 3499,672 - 8736,25,85740,0.29,2012
External causes of mortality,25-29,Some College Education,3500 - 3999,672 - 8736,13,61106,0.21,2012
External causes of mortality,30-34,High School Incomplete,3000 - 3499,672 - 8736,13,19945,0.65,2012
External causes of mortality,30-34,High School Graduate,2500 - 2999,672 - 8736,12,23445,0.51,2012
External causes of mortality,30-34,High School Graduate,3000 - 3499,672 - 8736,10,48895,0.21,2012
External causes of mortality,30-34,Some College Education,2500 - 2999,672 - 8736,13,23756,0.55,2012
External causes of mortality,30-34,Some College Education,3000 - 3499,672 - 8736,10,52490,0.19,2012
Accidents,15-19,High School Incomplete,2500 - 2999,672 - 8736,16,28648,0.56,2012
Accidents,15-19,High School Incomplete,3000 - 3499,672 - 8736,24,49793,0.49,2012
Accidents,15-19,High School Incomplete,3500 - 3999,672 - 8736,13,24450,0.54,2012
Accidents,15-19,High School Graduate,2500 - 2999,672 - 8736,12,21613,0.56,2012
Accidents,15-19,High School Graduate,3000 - 3499,672 - 8736,12,39896,0.3,2012
Accidents,20-24,High School Incomplete,2000 - 2499,672 - 8736,11,8241,1.34,2012
Accidents,20-24,High School Incomplete,2500 - 2999,672 - 8736,22,30260,0.73,2012
Accidents,20-24,High School Incomplete,3000 - 3499,672 - 8736,52,53999,0.97,2012
Accidents,20-24,High School Incomplete,3500 - 3999,672 - 8736,10,28085,0.36,2012
Accidents,20-24,High School Graduate,2000 - 2499,672 - 8736,18,16229,1.12,2012
Accidents,20-24,High School Graduate,2500 - 2999,672 - 8736,57,62419,0.92,2012
Accidents,20-24,High School Graduate,3500 - 3999,672 - 8736,29,70502,0.41,2012
Accidents,20-24,Some College Education,2000 - 2499,672 - 8736,12,11192,1.08,2012
Accidents,20-24,Some College Education,2500 - 2999,672 - 8736,19,44243,0.43,2012
Accidents,20-24,Some College Education,3000 - 3499,672 - 8736,34,92086,0.37,2012
Accidents,20-24,Some College Education,3500 - 3999,672 - 8736,23,57639,0.4,2012
Accidents,25-29,High School Incomplete,2500 - 2999,672 - 8736,14,18484,0.76,2012
Accidents,25-29,High School Incomplete,3000 - 3499,672 - 8736,17,34754,0.49,2012
Accidents,25-29,High School Graduate,2500 - 2999,672 - 8736,19,41481,0.46,2012
Accidents,25-29,High School Graduate,3000 - 3499,672 - 8736,29,85797,0.34,2012
Accidents,25-29,High School Graduate,3500 - 3999,672 - 8736,13,56761,0.23,2012
Accidents,25-29,Some College Education,2500 - 2999,672 - 8736,14,38808,0.36,2012
Accidents,25-29,Some College Education,3000 - 3499,672 - 8736,20,85740,0.24,2012
Accidents,25-29,Some College Education,3500 - 3999,672 - 8736,11,61106,0.18,2012
Accidents,30-34,High School Graduate,2500 - 2999,672 - 8736,10,23445,0.43,2012
Accidental suffocation,15-19,High School Incomplete,2500 - 2999,672 - 8736,11,28648,0.39,2012
Accidental suffocation,15-19,High School Incomplete,3000 - 3499,672 - 8736,20,49793,0.4,2012
Accidental suffocation,15-19,High School Incomplete,3500 - 3999,672 - 8736,10,24450,0.41,2012
Accidental suffocation,15-19,High School Graduate,2500 - 2999,672 - 8736,11,21613,0.51,2012
Accidental suffocation,20-24,High School Incomplete,2500 - 2999,672 - 8736,14,30260,0.47,2012
Accidental suffocation,20-24,High School Incomplete,3000 - 3499,672 - 8736,35,53999,0.65,2012
Accidental suffocation,20-24,High School Graduate,2000 - 2499,672 - 8736,13,16229,0.81,2012
Accidental suffocation,20-24,High School Graduate,2500 - 2999,672 - 8736,33,62419,0.53,2012
Accidental suffocation,20-24,High School Graduate,3500 - 3999,672 - 8736,14,70502,0.2,2012
Accidental suffocation,20-24,Some College Education,3000 - 3499,672 - 8736,18,92086,0.2,2012
Accidental suffocation,20-24,Some College Education,3500 - 3999,672 - 8736,12,57639,0.21,2012
Accidental suffocation,25-29,High School Incomplete,2500 - 2999,672 - 8736,12,18484,0.65,2012
Accidental suffocation,25-29,High School Incomplete,3000 - 3499,672 - 8736,11,34754,0.32,2012
Accidental suffocation,25-29,High School Graduate,3000 - 3499,672 - 8736,20,85797,0.23,2012
Accidental suffocation,25-29,Some College Education,2500 - 2999,672 - 8736,11,38808,0.29,2012
Accidental suffocation,25-29,Some College Education,3000 - 3499,672 - 8736,11,85740,0.13,2012
Other accidental suffocation and strangulation,20-24,High School Graduate,2500 - 2999,672 - 8736,10,62419,0.16,2012
Assault,15-19,High School Incomplete,2500 - 2999,672 - 8736,10,28648,0.35,2012
Assault,20-24,High School Graduate,3500 - 3999,672 - 8736,11,70502,0.16,2012
Assault,25-29,High School Graduate,3000 - 3499,672 - 8736,11,85797,0.13,2012
Certain infectious and parasitic diseases,15-19,High School Graduate,500 - 999,672 - 8736,15,555,27.15,2013
Certain infectious and parasitic diseases,20-24,High School Graduate,500 - 999,672 - 8736,17,1712,9.95,2013
Certain infectious and parasitic diseases,20-24,Some College Education,500 - 999,672 - 8736,16,1187,13.54,2013
Certain infectious and parasitic diseases,25-29,High School Graduate,500 - 999,672 - 8736,21,1218,17.29,2013
Certain infectious and parasitic diseases,25-29,Some College Education,500 - 999,672 - 8736,15,1190,12.65,2013
Diarrhea and gastroenteritis of infectious origin,20-24,High School Graduate,500 - 999,672 - 8736,10,1712,5.86,2013
Diarrhea and gastroenteritis of infectious origin,25-29,High School Graduate,500 - 999,672 - 8736,15,1218,12.36,2013
Diseases of the respiratory system,15-19,High School Incomplete,500 - 999,672 - 8736,11,711,15.54,2013
Diseases of the respiratory system,20-24,High School Graduate,500 - 999,672 - 8736,10,1712,5.86,2013
Diseases of the respiratory system,20-24,High School Graduate,2000 - 2499,672 - 8736,10,16633,0.6,2013
Diseases of the respiratory system,25-29,Some College Education,3000 - 3499,672 - 8736,11,90317,0.12,2013
Certain conditions originating in the perinatal period,15-19,High School Incomplete,200 - 499,0 - 1,55,199,275.01,2013
Certain conditions originating in the perinatal period,15-19,High School Incomplete,500 - 999,0 - 1,14,711,19.77,2013
Certain conditions originating in the perinatal period,15-19,High School Incomplete,500 - 999,1 - 23,59,711,82.61,2013
Certain conditions originating in the perinatal period,15-19,High School Incomplete,500 - 999,24 - 144,51,711,71.89,2013
Certain conditions originating in the perinatal period,15-19,High School Incomplete,500 - 999,189 - 648,34,711,48.15,2013
Certain conditions originating in the perinatal period,15-19,High School Incomplete,1000 - 1499,189 - 648,10,902,11.11,2013
Certain conditions originating in the perinatal period,15-19,High School Graduate,200 - 499,0 - 1,36,176,202.44,2013
Certain conditions originating in the perinatal period,15-19,High School Graduate,500 - 999,0 - 1,25,555,45.86,2013
Certain conditions originating in the perinatal period,15-19,High School Graduate,500 - 999,1 - 23,35,555,62.24,2013
Certain conditions originating in the perinatal period,15-19,High School Graduate,500 - 999,24 - 144,33,555,58.88,2013
Certain conditions originating in the perinatal period,15-19,High School Graduate,500 - 999,189 - 648,27,555,48.88,2013
Certain conditions originating in the perinatal period,15-19,Some College Education,200 - 499,0 - 1,21,71,301.02,2013
Certain conditions originating in the perinatal period,15-19,Some College Education,500 - 999,0 - 1,10,133,75.58,2013
Certain conditions originating in the perinatal period,20-24,Elementary School or Less,500 - 999,24 - 144,11,99,113.54,2013
Certain conditions originating in the perinatal period,20-24,High School Incomplete,200 - 499,0 - 1,55,194,282.25,2013
Certain conditions originating in the perinatal period,20-24,High School Incomplete,200 - 499,24 - 144,14,194,73.32,2013
Certain conditions originating in the perinatal period,20-24,High School Incomplete,500 - 999,0 - 1,24,711,34.22,2013
Certain conditions originating in the perinatal period,20-24,High School Incomplete,500 - 999,1 - 23,49,711,68.49,2013
Certain conditions originating in the perinatal period,20-24,High School Incomplete,500 - 999,24 - 144,37,711,51.66,2013
Certain conditions originating in the perinatal period,20-24,High School Incomplete,500 - 999,189 - 648,27,711,38.16,2013
Certain conditions originating in the perinatal period,20-24,High School Incomplete,1000 - 1499,1 - 23,10,975,10.36,2013
Certain conditions originating in the perinatal period,20-24,High School Graduate,200 - 499,24 - 144,30,544,55.95,2013
Certain conditions originating in the perinatal period,20-24,High School Graduate,200 - 499,189 - 648,13,544,24.06,2013
Certain conditions originating in the perinatal period,20-24,High School Graduate,500 - 999,0 - 1,70,1712,40.71,2013
Certain conditions originating in the perinatal period,20-24,High School Graduate,500 - 999,24 - 144,73,1712,42.68,2013
Certain conditions originating in the perinatal period,20-24,High School Graduate,500 - 999,189 - 648,71,1712,41.67,2013
Certain conditions originating in the perinatal period,20-24,High School Graduate,500 - 999,672 - 8736,18,1712,10.53,2013
Certain conditions originating in the perinatal period,20-24,High School Graduate,1000 - 1499,1 - 23,12,2227,5.46,2013
Certain conditions originating in the perinatal period,20-24,High School Graduate,1000 - 1499,24 - 144,15,2227,6.77,2013
Certain conditions originating in the perinatal period,20-24,High School Graduate,1000 - 1499,189 - 648,16,2227,7.23,2013
Certain conditions originating in the perinatal period,20-24,High School Graduate,1500 - 1999,1 - 23,14,4522,3.13,2013
Certain conditions originating in the perinatal period,20-24,High School Graduate,2000 - 2499,1 - 23,10,16633,0.62,2013
Certain conditions originating in the perinatal period,20-24,High School Graduate,2500 - 2999,24 - 144,16,64091,0.25,2013
Certain conditions originating in the perinatal period,20-24,Some College Education,200 - 499,0 - 1,97,387,251.5,2013
Certain conditions originating in the perinatal period,20-24,Some College Education,200 - 499,24 - 144,19,387,50.14,2013
Certain conditions originating in the perinatal period,20-24,Some College Education,500 - 999,0 - 1,50,1187,41.8,2013
Certain conditions originating in the perinatal period,20-24,Some College Education,500 - 999,1 - 23,61,1187,51.18,2013
Certain conditions originating in the perinatal period,20-24,Some College Education,500 - 999,24 - 144,58,1187,48.66,2013
Certain conditions originating in the perinatal period,20-24,Some College Education,500 - 999,189 - 648,57,1187,48.25,2013
Certain conditions originating in the perinatal period,20-24,Some College Education,500 - 999,672 - 8736,17,1187,14.36,2013
Certain conditions originating in the perinatal period,20-24,Some College Education,1000 - 1499,189 - 648,15,1619,9.31,2013
Certain conditions originating in the perinatal period,20-24,Some College Education,3000 - 3499,189 - 648,10,93721,0.11,2013
Certain conditions originating in the perinatal period,20-24,Some College Education,200 - 499,0 - 1,13,55,237.52,2013
